STAID,ID,Month,Year,qmeas,wb0,wb1,wb2,wb3,wb4,wb5,wb6,wb7,wb8,wb9,wb10,wb11,wb12,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,p6sum,p3sum,p2sum,X.1,DRAIN_SQKM,PPTAVG_BASIN,T_AVG_BASIN,T_MAX_BASIN,T_MIN_BASIN,WD_JAN_BASIN,WD_FEB_BASIN,WD_MAR_BASIN,WD_APR_BASIN,WD_MAY_BASIN,WD_JUN_BASIN,WD_JUL_BASIN,WD_AUG_BASIN,WD_SEP_BASIN,WD_OCT_BASIN,WD_NOV_BASIN,WD_DEC_BASIN,WD_BASIN,WDMAX_BASIN,WDMIN_BASIN,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC,ET,PERDUN,PERHOR,CONTACT,RUNAVE7100,WB5100_JAN_MM,WB5100_FEB_MM,WB5100_MAR_MM,WB5100_APR_MM,WB5100_MAY_MM,WB5100_JUN_MM,WB5100_JUL_MM,WB5100_AUG_MM,WB5100_SEP_MM,WB5100_OCT_MM,WB5100_NOV_MM,WB5100_DEC_MM,WB5100_ANN_MM,BFI_AVE,HGA,HGB,HGC,HGD,PERMAVE,OMAVE,ROCKDEPAVE,NO4AVE,NO200AVE,NO10AVE,CLAYAVE,SILTAVE,SANDAVE,RFACT,ELEV_MEAN_M_BASIN_30M,SLOPE_PCT_30M,CaO_pct,MgO_pct,LPerm,UCS,granitic,sedimentary,volcanic,SGEO8,SGEO14,SGEO19,SGEO20,SGEO21,SGEO43,SGEO44,HLR15,HLR16,HLR18,HLR19,HLR20
T11226500,T11226500,7,1956,1713.35,134.47,111.06,93.97,53.35,30.01,21.91,42.39,53.22,21.5,24.71,45.43,75.43,98.25,19.02,4.27,70.33,103.3,44.93,87.11,241.39,574.07,92.7,9.07,8.08,1.97,2.38,12.97,10.11,4.62,0.47,-0.41,-6.14,-3.66,-3.02,0.52,6.68,10.23,14.72,12.26,551.33,177.9,74.6,881,650.2,110.19,3.54,11.58,-1.88,12.99,11.31,14.6,9.82,7.26,3.39,3.11,3.62,3.92,5.5,10.51,13.26,99.3,14.6,3.1,22.4,19.83,17.36,6.59,4.53,1.3,0.92,0.63,2.38,6.14,11.15,16.95,-2.56,-2.41,-0.84,1.4,5.91,10.64,14.43,14.1,10.93,6.21,1.02,-1.62,466.7,2.6,0.8,7.2,270.6,35.6,33.5,46.9,57.1,78.3,89.1,91.2,78.9,61.3,46.0,35.9,30.0,684.0,64.9,0.4,39.5,1.68,58.42,6.77,1.84,44.51,60.63,21.63,54.12,9.13,30.76,60.11,121.44,2780.4,37.8,4.7095,2.0975,-1.1938,142.4111,1,0,0,99.4,0,0,0.1,0.0,0,0.6,0.0,0.0,39.3,0.0,60.5
T11226500,T11226500,7,1966,301.35,92.5,96.81,85.35,50.25,21.92,13.37,24.34,45.25,84.35,73.96,91.51,121.77,108.0,2.52,5.87,33.88,41.31,49.09,95.17,86.5,221.99,326.99,19.85,9.85,12.42,6.63,12.22,9.97,6.82,3.08,-0.47,-6.49,-5.88,-5.0,-1.1,6.91,6.28,11.86,11.75,311.82,81.06,39.75,881,650.2,110.19,3.54,11.58,-1.88,12.99,11.31,14.6,9.82,7.26,3.39,3.11,3.62,3.92,5.5,10.51,13.26,99.3,14.6,3.1,22.4,19.83,17.36,6.59,4.53,1.3,0.92,0.63,2.38,6.14,11.15,16.95,-2.56,-2.41,-0.84,1.4,5.91,10.64,14.43,14.1,10.93,6.21,1.02,-1.62,466.7,2.6,0.8,7.2,270.6,35.6,33.5,46.9,57.1,78.3,89.1,91.2,78.9,61.3,46.0,35.9,30.0,684.0,64.9,0.4,39.5,1.68,58.42,6.77,1.84,44.51,60.63,21.63,54.12,9.13,30.76,60.11,121.44,2780.4,37.8,4.7095,2.0975,-1.1938,142.4111,1,0,0,99.4,0,0,0.1,0.0,0,0.6,0.0,0.0,39.3,0.0,60.5
T11226500,T11226500,7,1967,3196.77,123.68,83.72,59.56,26.79,47.09,35.5,48.37,45.14,38.09,32.69,53.52,75.24,92.5,7.05,7.0,54.96,213.97,293.03,54.46,274.4,317.2,152.97,5.1,13.4,6.79,2.52,13.73,7.45,3.91,-5.16,-2.84,-2.28,-2.97,-3.17,0.07,5.84,9.39,13.6,12.22,897.82,275.93,61.96,881,650.2,110.19,3.54,11.58,-1.88,12.99,11.31,14.6,9.82,7.26,3.39,3.11,3.62,3.92,5.5,10.51,13.26,99.3,14.6,3.1,22.4,19.83,17.36,6.59,4.53,1.3,0.92,0.63,2.38,6.14,11.15,16.95,-2.56,-2.41,-0.84,1.4,5.91,10.64,14.43,14.1,10.93,6.21,1.02,-1.62,466.7,2.6,0.8,7.2,270.6,35.6,33.5,46.9,57.1,78.3,89.1,91.2,78.9,61.3,46.0,35.9,30.0,684.0,64.9,0.4,39.5,1.68,58.42,6.77,1.84,44.51,60.63,21.63,54.12,9.13,30.76,60.11,121.44,2780.4,37.8,4.7095,2.0975,-1.1938,142.4111,1,0,0,99.4,0,0,0.1,0.0,0,0.6,0.0,0.0,39.3,0.0,60.5
T11226500,T11226500,7,1983,3352.26,113.53,95.44,74.82,53.18,66.29,50.98,60.73,53.32,85.33,133.36,129.47,134.7,127.0,0.45,9.43,40.31,112.13,364.45,286.74,300.21,332.15,225.79,151.54,66.11,11.2,3.1,10.13,7.65,4.23,-1.62,-2.27,-3.54,-2.58,-4.35,-2.76,3.57,7.47,12.4,11.74,1113.27,161.87,49.74,881,650.2,110.19,3.54,11.58,-1.88,12.99,11.31,14.6,9.82,7.26,3.39,3.11,3.62,3.92,5.5,10.51,13.26,99.3,14.6,3.1,22.4,19.83,17.36,6.59,4.53,1.3,0.92,0.63,2.38,6.14,11.15,16.95,-2.56,-2.41,-0.84,1.4,5.91,10.64,14.43,14.1,10.93,6.21,1.02,-1.62,466.7,2.6,0.8,7.2,270.6,35.6,33.5,46.9,57.1,78.3,89.1,91.2,78.9,61.3,46.0,35.9,30.0,684.0,64.9,0.4,39.5,1.68,58.42,6.77,1.84,44.51,60.63,21.63,54.12,9.13,30.76,60.11,121.44,2780.4,37.8,4.7095,2.0975,-1.1938,142.4111,1,0,0,99.4,0,0,0.1,0.0,0,0.6,0.0,0.0,39.3,0.0,60.5
T11226500,T11226500,7,1964,383.23,78.33,74.33,57.96,29.4,20.45,17.81,26.27,38.57,52.63,42.0,61.97,80.82,100.08,5.92,15.23,79.19,69.19,120.61,29.69,154.61,75.08,185.05,47.54,24.26,4.09,0.57,13.03,8.6,2.98,0.36,-3.16,-3.19,-4.57,-1.88,-0.64,6.46,10.42,12.02,11.69,468.52,163.61,94.42,881,650.2,110.19,3.54,11.58,-1.88,12.99,11.31,14.6,9.82,7.26,3.39,3.11,3.62,3.92,5.5,10.51,13.26,99.3,14.6,3.1,22.4,19.83,17.36,6.59,4.53,1.3,0.92,0.63,2.38,6.14,11.15,16.95,-2.56,-2.41,-0.84,1.4,5.91,10.64,14.43,14.1,10.93,6.21,1.02,-1.62,466.7,2.6,0.8,7.2,270.6,35.6,33.5,46.9,57.1,78.3,89.1,91.2,78.9,61.3,46.0,35.9,30.0,684.0,64.9,0.4,39.5,1.68,58.42,6.77,1.84,44.51,60.63,21.63,54.12,9.13,30.76,60.11,121.44,2780.4,37.8,4.7095,2.0975,-1.1938,142.4111,1,0,0,99.4,0,0,0.1,0.0,0,0.6,0.0,0.0,39.3,0.0,60.5
T11226500,T11226500,7,1968,274.23,67.31,74.48,71.54,46.83,40.5,33.06,28.39,40.57,81.54,90.95,124.55,138.79,123.68,8.6,9.2,53.95,42.16,93.38,92.42,125.01,143.31,112.7,18.26,29.05,5.03,7.05,13.79,11.1,4.61,1.57,-1.0,-1.45,-4.13,-6.24,1.33,6.6,9.59,14.42,13.73,416.12,105.31,63.15,881,650.2,110.19,3.54,11.58,-1.88,12.99,11.31,14.6,9.82,7.26,3.39,3.11,3.62,3.92,5.5,10.51,13.26,99.3,14.6,3.1,22.4,19.83,17.36,6.59,4.53,1.3,0.92,0.63,2.38,6.14,11.15,16.95,-2.56,-2.41,-0.84,1.4,5.91,10.64,14.43,14.1,10.93,6.21,1.02,-1.62,466.7,2.6,0.8,7.2,270.6,35.6,33.5,46.9,57.1,78.3,89.1,91.2,78.9,61.3,46.0,35.9,30.0,684.0,64.9,0.4,39.5,1.68,58.42,6.77,1.84,44.51,60.63,21.63,54.12,9.13,30.76,60.11,121.44,2780.4,37.8,4.7095,2.0975,-1.1938,142.4111,1,0,0,99.4,0,0,0.1,0.0,0,0.6,0.0,0.0,39.3,0.0,60.5
T11230500,T11230500,7,2011,497.45,107.45,78.65,30.52,19.02,20.17,21.2,41.76,74.2,74.82,122.08,114.7,114.61,102.77,5.74,62.54,88.2,44.86,392.37,181.29,94.48,608.69,93.98,121.68,1.19,0.8,1.39,10.09,5.48,-0.4,-1.89,-4.85,-6.85,-3.72,-2.88,-2.1,3.53,9.44,11.03,12.21,863.74,195.6,150.74,886,135.5,114.95,0.43,7.51,-4.73,10.21,12.0,12.25,9.11,6.95,2.89,2.19,2.21,4.0,3.97,7.14,11.87,84.8,12.2,2.2,23.79,24.25,18.65,8.62,4.49,1.67,0.64,0.45,3.49,4.09,7.18,17.6,-5.29,-5.39,-4.07,-1.88,2.5,7.23,11.05,10.45,7.26,3.04,-1.44,-4.08,362.2,2.2,0.6,1.8,270.6,15.9,10.3,7.8,8.4,19.1,46.7,82.8,100.7,98.4,72.8,43.7,25.1,531.8,70.2,1.72,15.28,1.55,81.45,9.3,1.4,59.53,59.69,16.32,51.83,5.96,25.43,68.61,114.52,3244.6,40.1,3.845,1.7722,-1.6113,142.8558,1,0,0,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,45.2,0.0,54.7
T11230500,T11230500,7,1954,100.42,90.3,72.6,49.94,22.19,13.06,25.53,17.77,29.02,37.36,52.93,81.22,85.1,75.62,2.83,23.36,35.43,55.01,190.75,175.01,137.22,107.04,51.62,20.65,9.8,1.9,3.71,10.03,5.64,3.62,-0.88,-8.1,-3.62,-6.73,-3.41,-0.51,1.2,7.49,7.86,9.85,616.78,113.8,58.79,886,135.5,114.95,0.43,7.51,-4.73,10.21,12.0,12.25,9.11,6.95,2.89,2.19,2.21,4.0,3.97,7.14,11.87,84.8,12.2,2.2,23.79,24.25,18.65,8.62,4.49,1.67,0.64,0.45,3.49,4.09,7.18,17.6,-5.29,-5.39,-4.07,-1.88,2.5,7.23,11.05,10.45,7.26,3.04,-1.44,-4.08,362.2,2.2,0.6,1.8,270.6,15.9,10.3,7.8,8.4,19.1,46.7,82.8,100.7,98.4,72.8,43.7,25.1,531.8,70.2,1.72,15.28,1.55,81.45,9.3,1.4,59.53,59.69,16.32,51.83,5.96,25.43,68.61,114.52,3244.6,40.1,3.845,1.7722,-1.6113,142.8558,1,0,0,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,45.2,0.0,54.7
T11230500,T11230500,7,1981,60.0,91.11,73.52,44.75,30.3,20.5,22.25,26.25,33.87,45.84,81.34,102.85,106.18,91.01,0.03,1.91,54.83,58.67,218.72,108.97,178.39,122.08,24.09,8.12,18.41,0.03,3.08,9.97,8.75,1.66,-0.54,-5.37,-3.74,-5.27,-3.0,-2.07,3.14,6.56,9.29,9.29,621.49,115.41,56.74,886,135.5,114.95,0.43,7.51,-4.73,10.21,12.0,12.25,9.11,6.95,2.89,2.19,2.21,4.0,3.97,7.14,11.87,84.8,12.2,2.2,23.79,24.25,18.65,8.62,4.49,1.67,0.64,0.45,3.49,4.09,7.18,17.6,-5.29,-5.39,-4.07,-1.88,2.5,7.23,11.05,10.45,7.26,3.04,-1.44,-4.08,362.2,2.2,0.6,1.8,270.6,15.9,10.3,7.8,8.4,19.1,46.7,82.8,100.7,98.4,72.8,43.7,25.1,531.8,70.2,1.72,15.28,1.55,81.45,9.3,1.4,59.53,59.69,16.32,51.83,5.96,25.43,68.61,114.52,3244.6,40.1,3.845,1.7722,-1.6113,142.8558,1,0,0,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,45.2,0.0,54.7
T11230500,T11230500,7,2010,264.06,102.77,56.02,24.89,21.53,12.84,14.98,18.31,26.79,50.54,92.24,80.97,100.06,104.03,1.39,1.11,44.92,232.69,108.54,276.93,257.54,265.47,1.62,145.29,2.52,9.36,1.27,12.21,7.76,-0.55,-2.97,-4.31,-4.58,-4.91,-5.26,0.52,2.74,9.98,12.12,12.4,921.73,278.72,46.03,886,135.5,114.95,0.43,7.51,-4.73,10.21,12.0,12.25,9.11,6.95,2.89,2.19,2.21,4.0,3.97,7.14,11.87,84.8,12.2,2.2,23.79,24.25,18.65,8.62,4.49,1.67,0.64,0.45,3.49,4.09,7.18,17.6,-5.29,-5.39,-4.07,-1.88,2.5,7.23,11.05,10.45,7.26,3.04,-1.44,-4.08,362.2,2.2,0.6,1.8,270.6,15.9,10.3,7.8,8.4,19.1,46.7,82.8,100.7,98.4,72.8,43.7,25.1,531.8,70.2,1.72,15.28,1.55,81.45,9.3,1.4,59.53,59.69,16.32,51.83,5.96,25.43,68.61,114.52,3244.6,40.1,3.845,1.7722,-1.6113,142.8558,1,0,0,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,45.2,0.0,54.7
T11230500,T11230500,7,2009,122.29,104.03,89.82,83.24,20.38,18.7,22.25,40.19,40.31,72.38,70.3,89.8,109.75,111.63,1.27,38.19,81.65,62.54,135.92,234.76,141.44,166.34,120.11,29.85,3.34,0.45,8.7,12.4,6.17,6.01,-1.4,-3.49,-6.01,-2.01,-3.64,1.29,4.9,9.87,12.62,13.06,694.5,182.38,119.84,886,135.5,114.95,0.43,7.51,-4.73,10.21,12.0,12.25,9.11,6.95,2.89,2.19,2.21,4.0,3.97,7.14,11.87,84.8,12.2,2.2,23.79,24.25,18.65,8.62,4.49,1.67,0.64,0.45,3.49,4.09,7.18,17.6,-5.29,-5.39,-4.07,-1.88,2.5,7.23,11.05,10.45,7.26,3.04,-1.44,-4.08,362.2,2.2,0.6,1.8,270.6,15.9,10.3,7.8,8.4,19.1,46.7,82.8,100.7,98.4,72.8,43.7,25.1,531.8,70.2,1.72,15.28,1.55,81.45,9.3,1.4,59.53,59.69,16.32,51.83,5.96,25.43,68.61,114.52,3244.6,40.1,3.845,1.7722,-1.6113,142.8558,1,0,0,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,45.2,0.0,54.7
T11230500,T11230500,7,1972,57.16,87.37,65.56,30.18,11.6,11.49,8.96,9.38,16.88,34.45,52.12,87.88,97.73,83.84,1.03,22.87,43.75,70.71,7.09,94.18,55.42,280.85,67.81,13.21,27.37,1.16,4.51,10.01,6.13,1.35,-3.69,-2.05,-5.17,-5.84,-8.53,-2.21,0.91,7.06,11.59,10.56,294.02,137.33,66.62,886,135.5,114.95,0.43,7.51,-4.73,10.21,12.0,12.25,9.11,6.95,2.89,2.19,2.21,4.0,3.97,7.14,11.87,84.8,12.2,2.2,23.79,24.25,18.65,8.62,4.49,1.67,0.64,0.45,3.49,4.09,7.18,17.6,-5.29,-5.39,-4.07,-1.88,2.5,7.23,11.05,10.45,7.26,3.04,-1.44,-4.08,362.2,2.2,0.6,1.8,270.6,15.9,10.3,7.8,8.4,19.1,46.7,82.8,100.7,98.4,72.8,43.7,25.1,531.8,70.2,1.72,15.28,1.55,81.45,9.3,1.4,59.53,59.69,16.32,51.83,5.96,25.43,68.61,114.52,3244.6,40.1,3.845,1.7722,-1.6113,142.8558,1,0,0,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,45.2,0.0,54.7
T11230500,T11230500,7,1995,747.39,101.01,68.78,51.85,44.23,51.62,34.27,36.46,32.75,34.13,55.08,72.26,77.93,77.93,2.82,27.68,96.78,127.64,450.17,95.15,429.08,124.47,100.5,60.64,62.15,0.03,1.1,9.44,4.67,-0.4,-3.09,-3.51,-2.63,-5.42,-3.8,-4.36,2.21,6.46,11.81,10.92,1226.5,252.1,124.46,886,135.5,114.95,0.43,7.51,-4.73,10.21,12.0,12.25,9.11,6.95,2.89,2.19,2.21,4.0,3.97,7.14,11.87,84.8,12.2,2.2,23.79,24.25,18.65,8.62,4.49,1.67,0.64,0.45,3.49,4.09,7.18,17.6,-5.29,-5.39,-4.07,-1.88,2.5,7.23,11.05,10.45,7.26,3.04,-1.44,-4.08,362.2,2.2,0.6,1.8,270.6,15.9,10.3,7.8,8.4,19.1,46.7,82.8,100.7,98.4,72.8,43.7,25.1,531.8,70.2,1.72,15.28,1.55,81.45,9.3,1.4,59.53,59.69,16.32,51.83,5.96,25.43,68.61,114.52,3244.6,40.1,3.845,1.7722,-1.6113,142.8558,1,0,0,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,45.2,0.0,54.7
T11230500,T11230500,7,2006,440.03,142.22,108.51,94.32,57.35,20.92,38.04,60.01,106.23,52.13,69.81,90.04,111.2,105.74,24.24,4.02,64.18,344.52,293.83,143.89,250.15,349.53,2.45,7.16,18.13,3.35,1.56,13.77,9.53,5.01,-1.17,-7.4,-3.6,-4.72,-0.02,2.01,3.94,5.28,10.34,11.52,1100.59,412.72,68.2,886,135.5,114.95,0.43,7.51,-4.73,10.21,12.0,12.25,9.11,6.95,2.89,2.19,2.21,4.0,3.97,7.14,11.87,84.8,12.2,2.2,23.79,24.25,18.65,8.62,4.49,1.67,0.64,0.45,3.49,4.09,7.18,17.6,-5.29,-5.39,-4.07,-1.88,2.5,7.23,11.05,10.45,7.26,3.04,-1.44,-4.08,362.2,2.2,0.6,1.8,270.6,15.9,10.3,7.8,8.4,19.1,46.7,82.8,100.7,98.4,72.8,43.7,25.1,531.8,70.2,1.72,15.28,1.55,81.45,9.3,1.4,59.53,59.69,16.32,51.83,5.96,25.43,68.61,114.52,3244.6,40.1,3.845,1.7722,-1.6113,142.8558,1,0,0,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,45.2,0.0,54.7
T11230500,T11230500,7,1978,497.23,97.79,65.31,35.64,26.38,39.28,22.32,30.48,45.51,25.9,40.46,50.6,64.73,68.96,3.65,7.38,36.44,148.17,253.7,332.12,264.81,301.05,57.18,17.4,10.35,6.3,2.52,8.88,6.24,1.01,-4.71,-2.9,-6.2,-6.23,-2.96,0.12,3.7,5.44,10.04,9.26,1042.62,191.99,43.82,886,135.5,114.95,0.43,7.51,-4.73,10.21,12.0,12.25,9.11,6.95,2.89,2.19,2.21,4.0,3.97,7.14,11.87,84.8,12.2,2.2,23.79,24.25,18.65,8.62,4.49,1.67,0.64,0.45,3.49,4.09,7.18,17.6,-5.29,-5.39,-4.07,-1.88,2.5,7.23,11.05,10.45,7.26,3.04,-1.44,-4.08,362.2,2.2,0.6,1.8,270.6,15.9,10.3,7.8,8.4,19.1,46.7,82.8,100.7,98.4,72.8,43.7,25.1,531.8,70.2,1.72,15.28,1.55,81.45,9.3,1.4,59.53,59.69,16.32,51.83,5.96,25.43,68.61,114.52,3244.6,40.1,3.845,1.7722,-1.6113,142.8558,1,0,0,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,45.2,0.0,54.7
T11230500,T11230500,7,1992,44.58,60.77,57.4,55.54,42.64,41.46,33.12,31.92,46.51,41.98,68.93,90.65,99.24,94.41,15.06,13.32,38.12,31.86,117.37,234.12,63.56,145.47,42.1,44.32,27.35,1.07,1.74,9.02,6.37,4.22,1.07,-2.31,-3.86,-4.09,-2.55,-0.29,5.05,9.01,9.99,10.27,498.35,83.3,51.44,886,135.5,114.95,0.43,7.51,-4.73,10.21,12.0,12.25,9.11,6.95,2.89,2.19,2.21,4.0,3.97,7.14,11.87,84.8,12.2,2.2,23.79,24.25,18.65,8.62,4.49,1.67,0.64,0.45,3.49,4.09,7.18,17.6,-5.29,-5.39,-4.07,-1.88,2.5,7.23,11.05,10.45,7.26,3.04,-1.44,-4.08,362.2,2.2,0.6,1.8,270.6,15.9,10.3,7.8,8.4,19.1,46.7,82.8,100.7,98.4,72.8,43.7,25.1,531.8,70.2,1.72,15.28,1.55,81.45,9.3,1.4,59.53,59.69,16.32,51.83,5.96,25.43,68.61,114.52,3244.6,40.1,3.845,1.7722,-1.6113,142.8558,1,0,0,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,45.2,0.0,54.7
T11230500,T11230500,7,1996,230.26,106.67,92.08,76.65,50.35,36.18,26.54,38.54,43.2,56.96,88.43,111.63,122.34,101.01,5.37,10.64,92.68,112.03,181.18,259.38,188.18,239.87,7.25,0.77,5.92,0.07,2.82,10.33,7.51,2.47,-0.64,-2.93,-5.86,-4.4,-3.88,0.78,4.24,7.75,10.7,9.44,844.09,215.35,103.32,886,135.5,114.95,0.43,7.51,-4.73,10.21,12.0,12.25,9.11,6.95,2.89,2.19,2.21,4.0,3.97,7.14,11.87,84.8,12.2,2.2,23.79,24.25,18.65,8.62,4.49,1.67,0.64,0.45,3.49,4.09,7.18,17.6,-5.29,-5.39,-4.07,-1.88,2.5,7.23,11.05,10.45,7.26,3.04,-1.44,-4.08,362.2,2.2,0.6,1.8,270.6,15.9,10.3,7.8,8.4,19.1,46.7,82.8,100.7,98.4,72.8,43.7,25.1,531.8,70.2,1.72,15.28,1.55,81.45,9.3,1.4,59.53,59.69,16.32,51.83,5.96,25.43,68.61,114.52,3244.6,40.1,3.845,1.7722,-1.6113,142.8558,1,0,0,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,45.2,0.0,54.7
T11230500,T11230500,7,2005,378.29,105.74,73.28,83.6,23.23,30.48,28.57,40.61,57.14,43.17,75.38,57.53,69.48,74.26,1.56,3.78,189.44,85.26,221.38,150.6,351.34,218.17,37.01,165.38,3.22,2.3,1.84,11.52,4.12,2.24,-3.53,-3.95,-4.53,-4.51,-1.65,-1.58,1.02,7.51,10.24,10.79,1001.8,278.48,193.22,886,135.5,114.95,0.43,7.51,-4.73,10.21,12.0,12.25,9.11,6.95,2.89,2.19,2.21,4.0,3.97,7.14,11.87,84.8,12.2,2.2,23.79,24.25,18.65,8.62,4.49,1.67,0.64,0.45,3.49,4.09,7.18,17.6,-5.29,-5.39,-4.07,-1.88,2.5,7.23,11.05,10.45,7.26,3.04,-1.44,-4.08,362.2,2.2,0.6,1.8,270.6,15.9,10.3,7.8,8.4,19.1,46.7,82.8,100.7,98.4,72.8,43.7,25.1,531.8,70.2,1.72,15.28,1.55,81.45,9.3,1.4,59.53,59.69,16.32,51.83,5.96,25.43,68.61,114.52,3244.6,40.1,3.845,1.7722,-1.6113,142.8558,1,0,0,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,45.2,0.0,54.7
T11230500,T11230500,7,1979,137.16,100.83,72.13,42.42,23.19,22.39,16.9,18.43,29.77,51.09,92.69,124.54,115.81,97.79,3.62,1.3,40.08,53.89,194.46,235.45,231.51,176.95,78.33,1.29,79.78,3.89,3.65,9.46,7.05,2.07,-2.07,-4.46,-6.22,-7.11,-5.96,-3.77,3.79,4.33,9.23,8.88,756.69,95.27,41.38,886,135.5,114.95,0.43,7.51,-4.73,10.21,12.0,12.25,9.11,6.95,2.89,2.19,2.21,4.0,3.97,7.14,11.87,84.8,12.2,2.2,23.79,24.25,18.65,8.62,4.49,1.67,0.64,0.45,3.49,4.09,7.18,17.6,-5.29,-5.39,-4.07,-1.88,2.5,7.23,11.05,10.45,7.26,3.04,-1.44,-4.08,362.2,2.2,0.6,1.8,270.6,15.9,10.3,7.8,8.4,19.1,46.7,82.8,100.7,98.4,72.8,43.7,25.1,531.8,70.2,1.72,15.28,1.55,81.45,9.3,1.4,59.53,59.69,16.32,51.83,5.96,25.43,68.61,114.52,3244.6,40.1,3.845,1.7722,-1.6113,142.8558,1,0,0,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,45.2,0.0,54.7
T11230500,T11230500,7,1980,496.45,91.01,55.33,38.62,28.95,23.6,42.4,46.03,43.82,53.26,83.34,103.74,104.33,100.83,3.08,8.62,83.13,71.47,156.34,333.65,352.09,184.49,61.28,49.79,13.34,5.42,3.62,9.29,4.79,-0.8,-1.17,-6.88,-4.38,-4.66,-3.63,-2.38,1.88,7.32,8.01,9.46,1005.3,163.22,91.75,886,135.5,114.95,0.43,7.51,-4.73,10.21,12.0,12.25,9.11,6.95,2.89,2.19,2.21,4.0,3.97,7.14,11.87,84.8,12.2,2.2,23.79,24.25,18.65,8.62,4.49,1.67,0.64,0.45,3.49,4.09,7.18,17.6,-5.29,-5.39,-4.07,-1.88,2.5,7.23,11.05,10.45,7.26,3.04,-1.44,-4.08,362.2,2.2,0.6,1.8,270.6,15.9,10.3,7.8,8.4,19.1,46.7,82.8,100.7,98.4,72.8,43.7,25.1,531.8,70.2,1.72,15.28,1.55,81.45,9.3,1.4,59.53,59.69,16.32,51.83,5.96,25.43,68.61,114.52,3244.6,40.1,3.845,1.7722,-1.6113,142.8558,1,0,0,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,45.2,0.0,54.7
T11230500,T11230500,7,2003,103.06,98.76,68.63,50.25,19.57,28.54,28.59,44.82,41.42,60.69,42.72,70.36,80.24,84.67,14.68,1.23,96.9,170.73,84.4,129.46,17.55,305.5,158.62,4.69,9.12,0.28,0.41,11.51,7.29,1.95,-5.45,-2.36,-4.95,0.37,-4.18,0.16,1.73,7.22,8.96,10.56,500.27,268.86,98.13,886,135.5,114.95,0.43,7.51,-4.73,10.21,12.0,12.25,9.11,6.95,2.89,2.19,2.21,4.0,3.97,7.14,11.87,84.8,12.2,2.2,23.79,24.25,18.65,8.62,4.49,1.67,0.64,0.45,3.49,4.09,7.18,17.6,-5.29,-5.39,-4.07,-1.88,2.5,7.23,11.05,10.45,7.26,3.04,-1.44,-4.08,362.2,2.2,0.6,1.8,270.6,15.9,10.3,7.8,8.4,19.1,46.7,82.8,100.7,98.4,72.8,43.7,25.1,531.8,70.2,1.72,15.28,1.55,81.45,9.3,1.4,59.53,59.69,16.32,51.83,5.96,25.43,68.61,114.52,3244.6,40.1,3.845,1.7722,-1.6113,142.8558,1,0,0,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,45.2,0.0,54.7
